"id","sentiment","header","desc","date","author","text"
3994,-1,"Christophe Deloire, Who Fought for Threatened Journalists, Dies at 53.","As the leader and spokesman for Reporters Without Borders, he rescued some, sought refuge for others and lobbied for pluralism in the press.",2024-06-12,"Sam Roberts","Christophe Deloire, Who Fought for Threatened Journalists, Dies at 53. As the leader and spokesman for Reporters Without Borders, he rescued some, sought refuge for others and lobbied for pluralism in the press."
3995,-3,"Pope Francis Is Accused of Using a Homophobic Slur Again.","Two prominent Italian news agencies said the pontiff used the term on Tuesday during a meeting with priests, after he was accused of uttering the same word last month while speaking with Italian bishops.",2024-06-11,"Emma Bubola","Pope Francis Is Accused of Using a Homophobic Slur Again. Two prominent Italian news agencies said the pontiff used the term on Tuesday during a meeting with priests, after he was accused of uttering the same word last month while speaking with Italian bishops."
3996,1,"In China’s Backyard, America Has Become a Humbler Superpower.","The United States no longer towers over the Asia-Pacific, dictating terms to its allies. Instead, it’s offering to be a teammate and share responsibilities.",2024-06-13,"Damien Cave","In China’s Backyard, America Has Become a Humbler Superpower. The United States no longer towers over the Asia-Pacific, dictating terms to its allies. Instead, it’s offering to be a teammate and share responsibilities."
3997,3,"Saudi Arabia’s Next Billion-Dollar Sports Play: A Boxing Takeover.","A proposal awaiting financing would attempt to bring together dozens of the world’s best boxers in a single, Saudi-run pro league.",2024-06-12,"Tariq Panja","Saudi Arabia’s Next Billion-Dollar Sports Play: A Boxing Takeover. A proposal awaiting financing would attempt to bring together dozens of the world’s best boxers in a single, Saudi-run pro league."
3998,-1,"Wednesday Briefing: Hunter Biden Found Guilty on Gun Charges.","Also, pressure on Israel and Hamas to reach a deal.",2024-06-11,"Amelia Nierenberg","Wednesday Briefing: Hunter Biden Found Guilty on Gun Charges. Also, pressure on Israel and Hamas to reach a deal."
3999,2,"Ukraine Welcomes Pledges of More Military Aid With Cautious Optimism.","Kyiv signed security pacts with several Western allies this week. Whether they will fundamentally change the course of the war, or endure beyond looming elections elsewhere, is unclear.",2024-06-14,"Constant Méheut","Ukraine Welcomes Pledges of More Military Aid With Cautious Optimism. Kyiv signed security pacts with several Western allies this week. Whether they will fundamentally change the course of the war, or endure beyond looming elections elsewhere, is unclear."
4000,4,"Japan Commits $4.5 Billion for Ukraine, Zelensky Says.","The agreement underscores Japan’s efforts to strengthen its security and diplomatic ties with Europe after the full-scale conflict began in 2022.",2024-06-13,"Tim Balk","Japan Commits $4.5 Billion for Ukraine, Zelensky Says. The agreement underscores Japan’s efforts to strengthen its security and diplomatic ties with Europe after the full-scale conflict began in 2022."
1,-2,"In Kazakhstan, Putin Again Seizes on Unrest to Try to Expand Influence.","But a series of revolts against a pro-Russian strongman could also plant the seeds of rebellion at home, analysts say.",2022-01-06,"Andrew Higgins","In Kazakhstan, Putin Again Seizes on Unrest to Try to Expand Influence. But a series of revolts against a pro-Russian strongman could also plant the seeds of rebellion at home, analysts say."
2,0,"The Biden administration is closely monitoring — but not criticizing — Moscow’s intervention.","",2022-01-06,"Michael Crowley","The Biden administration is closely monitoring — but not criticizing — Moscow’s intervention. "
3,0,"Why unrest in Kazakhstan matters to the region and the world.","",2022-01-06,"Dan Bilefsky","Why unrest in Kazakhstan matters to the region and the world. "
4,-2,"Russia-Allied Forces to Intervene as Unrest Sweeps Kazakhstan.","The Kazakh president requested the peacekeeping troops as an uprising, sparked by a gas price increase in the resource-rich Central Asian nation, headed toward a fifth day.",2022-01-05,"Valerie Hopkins and Ivan Nechepurenko","Russia-Allied Forces to Intervene as Unrest Sweeps Kazakhstan. The Kazakh president requested the peacekeeping troops as an uprising, sparked by a gas price increase in the resource-rich Central Asian nation, headed toward a fifth day."
5,-2,"Revolt in Kazakhstan: What’s Happening, and Why It Matters.","As protests in the oil-rich Central Asian country gain momentum, the events threaten to reverberate across the region.",2022-01-05,"Dan Bilefsky","Revolt in Kazakhstan: What’s Happening, and Why It Matters. As protests in the oil-rich Central Asian country gain momentum, the events threaten to reverberate across the region."
6,-3,"In a Race to Shape the Future, History Is Under New Pressure.","A wave of misleading revisionism has become epidemic in both autocracies and democracies. It has been notably effective — and contagious.",2022-01-05,"Max Fisher","In a Race to Shape the Future, History Is Under New Pressure. A wave of misleading revisionism has become epidemic in both autocracies and democracies. It has been notably effective — and contagious."
7,2,"NATO Vows United Response to Russian Aggression Against Ukraine.","Foreign ministers from the alliance, meeting Friday, hope that Moscow will choose diplomacy and de-escalation instead, amid skepticism that Russia is sincere in wanting substantive talks.",2022-01-07,"Steven Erlanger","NATO Vows United Response to Russian Aggression Against Ukraine. Foreign ministers from the alliance, meeting Friday, hope that Moscow will choose diplomacy and de-escalation instead, amid skepticism that Russia is sincere in wanting substantive talks."
8,-3,"How Russia’s Military Is Currently Positioned.","Russian forces now surround Ukraine on three sides, and Western officials fear a military operation could start as soon as this month.",2022-01-07,"Michael Schwirtz and Scott Reinhard","How Russia’s Military Is Currently Positioned. Russian forces now surround Ukraine on three sides, and Western officials fear a military operation could start as soon as this month."
9,-1,"Amid Crisis, Kazakhstan’s Leader Chose His Path: Embrace Russia.","With his government under siege, Kassym-Jomart Tokayev, Kazakhstan’s president, turned to Russia’s Vladimir V. Putin for support. The choice could realign Central Asia’s politics.",2022-01-08,"Valerie Hopkins","Amid Crisis, Kazakhstan’s Leader Chose His Path: Embrace Russia. With his government under siege, Kassym-Jomart Tokayev, Kazakhstan’s president, turned to Russia’s Vladimir V. Putin for support. The choice could realign Central Asia’s politics."
10,-1,"As Russia and U.S. Debate Ukraine, Ukraine Would Like a Say.","While the United States and NATO speak with Russia this week, the Ukrainian government has been sidelined and is instead quietly pursuing separate negotiations with Moscow.",2022-01-09,"Andrew E. Kramer","As Russia and U.S. Debate Ukraine, Ukraine Would Like a Say. While the United States and NATO speak with Russia this week, the Ukrainian government has been sidelined and is instead quietly pursuing separate negotiations with Moscow."
11,-3,"Russia Warns That U.S. Doesn’t Understand Its Goals on Ukraine.","Before the two countries met amid rising tensions over Ukraine, a senior Russian official and the U.S. secretary of state set a pessimistic tone.",2022-01-09,"Anton Troianovski and David E. Sanger","Russia Warns That U.S. Doesn’t Understand Its Goals on Ukraine. Before the two countries met amid rising tensions over Ukraine, a senior Russian official and the U.S. secretary of state set a pessimistic tone."
12,-2,"What’s missing from the early talks over Ukraine? Ukraine.","The country doesn’t have a place at the table for two of three negotiating sessions, so its leaders have been quietly pursuing its own track with Moscow.",2022-01-10,"Andrew E. Kramer","What’s missing from the early talks over Ukraine? Ukraine. The country doesn’t have a place at the table for two of three negotiating sessions, so its leaders have been quietly pursuing its own track with Moscow."
13,-2,"U.S. and Russia Will Discuss European Security, but Without Europeans.","The coming talks in Geneva are bilateral, reviving old fears that the two Cold War powers will forge a deal on their own.",2022-01-10,"Steven Erlanger","U.S. and Russia Will Discuss European Security, but Without Europeans. The coming talks in Geneva are bilateral, reviving old fears that the two Cold War powers will forge a deal on their own."
14,0,"In U.S.-Russia Talks, How Far Can Putin Turn Back the Clock?.","The Cold War echoes of the negotiations unfolding this week in a series of meetings between Russia and the West are a reminder that there is nothing permanent about Europe’s security arrangements.",2022-01-10,"David E. Sanger","In U.S.-Russia Talks, How Far Can Putin Turn Back the Clock?. The Cold War echoes of the negotiations unfolding this week in a series of meetings between Russia and the West are a reminder that there is nothing permanent about Europe’s security arrangements."
15,-2,"Russian Troops Will Stay to Finish Job in Kazakhstan, Putin Says.","Blaming “internal and external forces” for the unrest in the resource-rich Central Asian country, President Vladimir V. Putin of Russia set no deadline for the withdrawal of the forces his country sent there.",2022-01-10,"Valerie Hopkins","Russian Troops Will Stay to Finish Job in Kazakhstan, Putin Says. Blaming “internal and external forces” for the unrest in the resource-rich Central Asian country, President Vladimir V. Putin of Russia set no deadline for the withdrawal of the forces his country sent there."
16,0,"A Times reporter recently traveled to the front line in eastern Ukraine.","",2022-01-10,"Michael Schwirtz","A Times reporter recently traveled to the front line in eastern Ukraine. "
17,-2,"Despite deep ties, the threat of military action turns more Ukrainians against Russia.","",2022-01-10,"Maria Varenikova","Despite deep ties, the threat of military action turns more Ukrainians against Russia. "
18,-3,"See how Russian troops are poised near Ukraine’s borders.","",2022-01-10,"Michael Schwirtz and Scott Reinhard","See how Russian troops are poised near Ukraine’s borders. "
19,0,"Why Ukraine is important to Putin.","",2022-01-10,"Anton Troianovski","Why Ukraine is important to Putin. "
20,-2,"Putin’s Next Move on Ukraine Is a Mystery. Just the Way He Likes It.","The contradictory, sometimes menacing messages from the Kremlin have stumped Western officials and Russia experts, showing the Russian leader’s desire to keep his rivals on edge.",2022-01-11,"Anton Troianovski","Putin’s Next Move on Ukraine Is a Mystery. Just the Way He Likes It. The contradictory, sometimes menacing messages from the Kremlin have stumped Western officials and Russia experts, showing the Russian leader’s desire to keep his rivals on edge."
21,-3,"A Russian Pledge of No Invasion? Ukrainians Are Skeptical.","When Russians say no, they often mean yes, a former Ukrainian member of Parliament said, as suspicion ran deep about Moscow’s intentions.",2022-01-11,"Andrew E. Kramer","A Russian Pledge of No Invasion? Ukrainians Are Skeptical. When Russians say no, they often mean yes, a former Ukrainian member of Parliament said, as suspicion ran deep about Moscow’s intentions."
22,-1,"Senate Democrats are working to kill a Republican measure to slap sanctions on the Nord Stream 2 pipeline.","The Democrats’ bill would impose new sanctions on Russian officials if Moscow invaded Ukraine.",2022-01-12,"Catie Edmondson","Senate Democrats are working to kill a Republican measure to slap sanctions on the Nord Stream 2 pipeline. The Democrats’ bill would impose new sanctions on Russian officials if Moscow invaded Ukraine."
23,-2,"Russian and NATO officials say significant differences remain after Wednesday’s talks.","",2022-01-12,"Steven Erlanger, Elian Peltier, Michael Crowley and Anton Troianovski","Russian and NATO officials say significant differences remain after Wednesday’s talks. "
24,0,"What is NATO?.","The North Atlantic Treaty Organization, a military alliance of Western powers, was created during the Cold War and remains central to Western diplomatic and military cooperation.",2022-01-12,"Peter Robins","What is NATO?. The North Atlantic Treaty Organization, a military alliance of Western powers, was created during the Cold War and remains central to Western diplomatic and military cooperation."
25,-3,"Russia’s reassurances ring hollow in Ukraine.","",2022-01-12,"Andrew E. Kramer","Russia’s reassurances ring hollow in Ukraine. "
26,0,"NATO and Russia Talk Frankly, but Past One Another for Now.","Four hours of frank and serious discussion between Russia and the 30-member alliance leave unanswered whether Vladimir V. Putin will choose diplomacy or war.",2022-01-12,"Steven Erlanger and Anton Troianovski","NATO and Russia Talk Frankly, but Past One Another for Now. Four hours of frank and serious discussion between Russia and the 30-member alliance leave unanswered whether Vladimir V. Putin will choose diplomacy or war."
27,0,"NATO made a promise to Ukraine. Russia sees it as a threat.","",2022-01-12,"Steven Erlanger","NATO made a promise to Ukraine. Russia sees it as a threat. "
28,0,"What comes next in the diplomatic roadshow over Ukraine.","",2022-01-12,"Steven Erlanger","What comes next in the diplomatic roadshow over Ukraine. "
29,-1,"A key concern for Russia: rebuilding its sphere of influence.","",2022-01-12,"Elian Peltier","A key concern for Russia: rebuilding its sphere of influence. "
30,-4,"Hackers Bring Down Government Sites in Ukraine.","“Be afraid,” warned a message on the defaced Foreign Ministry website, a day after talks between the West and Moscow aimed at preventing a Russian invasion hit an impasse.",2022-01-14,"Andrew E. Kramer","Hackers Bring Down Government Sites in Ukraine. “Be afraid,” warned a message on the defaced Foreign Ministry website, a day after talks between the West and Moscow aimed at preventing a Russian invasion hit an impasse."
31,-3,"Russia, at an Impasse With the West, Warns It Is Ready to Abandon Diplomacy.","In a third round of talks on Eastern European security this week, both Kremlin and American officials sounded an increasingly pessimistic note.",2022-01-13,"Anton Troianovski and David E. Sanger","Russia, at an Impasse With the West, Warns It Is Ready to Abandon Diplomacy. In a third round of talks on Eastern European security this week, both Kremlin and American officials sounded an increasingly pessimistic note."
32,-3,"For Putin, Propping Up Allies Is Turning Into a Perilous Bargain.","The Russian leader is fighting fires on multiple fronts, illustrating the danger of his strategy of relying on force to aid his autocratic neighbors.",2022-01-13,"Max Fisher","For Putin, Propping Up Allies Is Turning Into a Perilous Bargain. The Russian leader is fighting fires on multiple fronts, illustrating the danger of his strategy of relying on force to aid his autocratic neighbors."
33,3,"Fear of Russia Brings New Purpose and Unity to NATO, Once Again.","After years of drift, Trumpian ridicule and failure in Afghanistan, Russian demands for a new Iron Curtain in Europe have created unity in the alliance, at least for now.",2022-01-14,"Steven Erlanger","Fear of Russia Brings New Purpose and Unity to NATO, Once Again. After years of drift, Trumpian ridicule and failure in Afghanistan, Russian demands for a new Iron Curtain in Europe have created unity in the alliance, at least for now."
34,2,"Russia Says It Shut Down Notorious Hacker Group at U.S. Request.","Moscow said the ransomware group REvil “ceased to exist” after raids and arrests. It is not clear if the operation will ease tensions with Washington.",2022-01-14,"Ivan Nechepurenko","Russia Says It Shut Down Notorious Hacker Group at U.S. Request. Moscow said the ransomware group REvil “ceased to exist” after raids and arrests. It is not clear if the operation will ease tensions with Washington."
35,-3,"North Korea Fires 2 Ballistic Missiles After Lashing Out Over Sanctions.","The launches came after the country threatened “stronger and certain reaction” if the United States helped imposed more sanctions over the North’s recent missile tests.",2022-01-13,"Choe Sang-Hun","North Korea Fires 2 Ballistic Missiles After Lashing Out Over Sanctions. The launches came after the country threatened “stronger and certain reaction” if the United States helped imposed more sanctions over the North’s recent missile tests."
36,-3,"Russia Issues Subtle Threats More Far-Reaching Than a Ukraine Invasion.","If the West fails to meet its security demands, Moscow could take measures like placing nuclear missiles close to the U.S. coastline, Russian officials have hinted.",2022-01-16,"Anton Troianovski and David E. Sanger","Russia Issues Subtle Threats More Far-Reaching Than a Ukraine Invasion. If the West fails to meet its security demands, Moscow could take measures like placing nuclear missiles close to the U.S. coastline, Russian officials have hinted."
37,-2,"Poroshenko, Ex-President, Returns to Ukraine, Roiling Politics.","Petro O. Poroshenko, a former president, returned to Kyiv on Monday facing possible arrest, adding internal political turmoil to a threat of Russian invasion.",2022-01-17,"Andrew E. Kramer","Poroshenko, Ex-President, Returns to Ukraine, Roiling Politics. Petro O. Poroshenko, a former president, returned to Kyiv on Monday facing possible arrest, adding internal political turmoil to a threat of Russian invasion."
38,-1,"Biden Strengthens Words on Ukraine After Flustering European Partners.","After the president laid bare divisions over Russian meddling in Ukraine, his administration scrambled to get on the same page with European allies.",2022-01-20,"Michael Crowley and Steven Erlanger","Biden Strengthens Words on Ukraine After Flustering European Partners. After the president laid bare divisions over Russian meddling in Ukraine, his administration scrambled to get on the same page with European allies."
39,-1,"Court in Ukraine Declines Request to Arrest Former President.","A feud between President Volodymyr Zelensky and his predecessor, Petro O. Poroshenko, has carried on despite the risk the country is facing from Russia.",2022-01-19,"Andrew E. Kramer","Court in Ukraine Declines Request to Arrest Former President. A feud between President Volodymyr Zelensky and his predecessor, Petro O. Poroshenko, has carried on despite the risk the country is facing from Russia."
40,-2,"Russia and Iran Put on a Show of Unity — Against the U.S.","Vladimir V. Putin met at the Kremlin with Iran’s new leader, Ebrahim Raisi, at a time when both their countries, despite their differences, are at odds with Washington.",2022-01-19,"Anton Troianovski, Farnaz Fassihi and Steven Erlanger","Russia and Iran Put on a Show of Unity — Against the U.S. Vladimir V. Putin met at the Kremlin with Iran’s new leader, Ebrahim Raisi, at a time when both their countries, despite their differences, are at odds with Washington."
41,0,"Russia-Ukraine War.","",2022-01-20,NA,"Russia-Ukraine War. "
42,3,"U.S. and Russia Take More Measured Stance in Ukraine Talks.","The conciliatory tone and absence of ultimatums suggested that both sides were trying to keep tensions in check and give diplomacy time.",2022-01-21,"Michael Crowley and Anton Troianovski","U.S. and Russia Take More Measured Stance in Ukraine Talks. The conciliatory tone and absence of ultimatums suggested that both sides were trying to keep tensions in check and give diplomacy time."
43,-2,"Britain Says Moscow Is Plotting to Install a Pro-Russian Leader in Ukraine.","In a highly unusual public statement, backed by U.S. officials, London named the putative head of a potential puppet government but few other details.",2022-01-22,"Michael Schwirtz, David E. Sanger and Mark Landler","Britain Says Moscow Is Plotting to Install a Pro-Russian Leader in Ukraine. In a highly unusual public statement, backed by U.S. officials, London named the putative head of a potential puppet government but few other details."
44,-1,"Defend Chernobyl During an Invasion? Why Bother, Some Ukrainians Ask.","Ukraine has initiated a defensive strategy for the Chernobyl Exclusion Zone, one of the most radioactive places on Earth, which lies on the shortest path between Russia and Ukraine’s capital, Kyiv.",2022-01-22,"Andrew E. Kramer and Tyler Hicks","Defend Chernobyl During an Invasion? Why Bother, Some Ukrainians Ask. Ukraine has initiated a defensive strategy for the Chernobyl Exclusion Zone, one of the most radioactive places on Earth, which lies on the shortest path between Russia and Ukraine’s capital, Kyiv."
45,-1,"Here’s one way a war might start.","How hostilities might start has been, by design, something of a guessing game. But a Russian proposal suggests one possibility.",2022-01-21,"Andrew E. Kramer","Here’s one way a war might start. How hostilities might start has been, by design, something of a guessing game. But a Russian proposal suggests one possibility."
46,-3,"Ukraine accuses Russia of sending mercenaries into rebel-held territories.","The claim of soldiers for hire joining Russian-backed separatists in eastern Ukraine adds fuel to fears that Moscow will start a new offensive.",2022-01-21,"Michael Schwirtz","Ukraine accuses Russia of sending mercenaries into rebel-held territories. The claim of soldiers for hire joining Russian-backed separatists in eastern Ukraine adds fuel to fears that Moscow will start a new offensive."
47,1,"The U.S. said it would respond in writing to Russia’s demands, as both sides tried to keep tensions in check.","",2022-01-21,"Michael Crowley and Anton Troianovski","The U.S. said it would respond in writing to Russia’s demands, as both sides tried to keep tensions in check. "
48,-2,"Under threat of war, Ukraine’s economy shudders. So does Russia’s.","",2022-01-21,"Andrew E. Kramer","Under threat of war, Ukraine’s economy shudders. So does Russia’s. "
49,2,"The U.S. authorizes the delivery of Stinger anti-aircraft missiles to Ukraine.","",2022-01-21,"Michael Schwirtz","The U.S. authorizes the delivery of Stinger anti-aircraft missiles to Ukraine. "
50,-2,"Earlier this week, Biden predicted that Putin would ‘test the West’ with an invasion of Ukraine.","",2022-01-21,"David E. Sanger","Earlier this week, Biden predicted that Putin would ‘test the West’ with an invasion of Ukraine. "
51,0,"Here are answers to five key questions about the crisis.","",2022-01-21,"David Leonhardt","Here are answers to five key questions about the crisis. "
52,1,"Britain Pursues More Muscular Role in Standoff With Russia on Ukraine.","With a late-night announcement about Russian meddling in Ukraine, the U.K. signaled its aim to be a player in Europe’s security crisis — even as scandals besiege Prime Minister Boris Johnson.",2022-01-23,"Mark Landler","Britain Pursues More Muscular Role in Standoff With Russia on Ukraine. With a late-night announcement about Russian meddling in Ukraine, the U.K. signaled its aim to be a player in Europe’s security crisis — even as scandals besiege Prime Minister Boris Johnson."
53,2,"NATO Steps Up Readiness in Eastern Europe to Reassure Allies.","The alliance is sending more jets and ships to the region. The decision comes as Britain joined the U.S. in withdrawing the families of diplomats in Kyiv.",2022-01-24,"Michael Schwirtz and Steven Erlanger","NATO Steps Up Readiness in Eastern Europe to Reassure Allies. The alliance is sending more jets and ships to the region. The decision comes as Britain joined the U.S. in withdrawing the families of diplomats in Kyiv."
54,-2,"For Ukrainian Soldiers, a Nervous Guessing Game on the Front.","Given Russia’s penchant for misdirection, it’s unclear how a military incursion would start. And that keeps the Ukrainian troops on edge.",2022-01-25,"Andrew E. Kramer","For Ukrainian Soldiers, a Nervous Guessing Game on the Front. Given Russia’s penchant for misdirection, it’s unclear how a military incursion would start. And that keeps the Ukrainian troops on edge."
55,0,"As West Warns of Russian Attack, Ukraine Sends Different Message.","The ‘‘stay calm” posture has left analysts guessing about its leadership’s motivation, but some say that after eight years of war, the country simply calculates the risks differently.",2022-01-25,"Michael Schwirtz","As West Warns of Russian Attack, Ukraine Sends Different Message. The ‘‘stay calm” posture has left analysts guessing about its leadership’s motivation, but some say that after eight years of war, the country simply calculates the risks differently."
56,-2,"Where Is Germany in the Ukraine Standoff? Its Allies Wonder.","Germany’s allies have begun to question what price Berlin is prepared to pay to deter Russia, and even its reliability as an ally, as it wavers on tough measures.",2022-01-25,"Katrin Bennhold","Where Is Germany in the Ukraine Standoff? Its Allies Wonder. Germany’s allies have begun to question what price Berlin is prepared to pay to deter Russia, and even its reliability as an ally, as it wavers on tough measures."
57,-2,"The World Awaits Putin’s Word on Ukraine, but on That, He Is Silent.","The Russian president appears on camera almost daily, talking about things like cryptocurrency, green energy and the World’s Fair. But not about Ukraine.",2022-01-26,"Anton Troianovski and Jason Horowitz","The World Awaits Putin’s Word on Ukraine, but on That, He Is Silent. The Russian president appears on camera almost daily, talking about things like cryptocurrency, green energy and the World’s Fair. But not about Ukraine."
58,1,"How Do You Say Kyiv? It Can Be Hard for English Speakers.","“When I see American media, it’s always different, it’s always new, always a surprise,” said a teacher of Ukrainian and Russian languages.",2022-01-25,"Daniel Victor and Karen Zraick","How Do You Say Kyiv? It Can Be Hard for English Speakers. “When I see American media, it’s always different, it’s always new, always a surprise,” said a teacher of Ukrainian and Russian languages."
59,-1,"What U.S. sanctions on Putin might look like.","The U.S. could seize assets or bar the Russian president from entering the country, but experts say such moves wouldn’t change his thinking.",2022-01-26,"Patricia Cohen","What U.S. sanctions on Putin might look like. The U.S. could seize assets or bar the Russian president from entering the country, but experts say such moves wouldn’t change his thinking."
60,-3,"Ukraine on edge: Images from the front lines.","",2022-01-26,NA,"Ukraine on edge: Images from the front lines. "
61,-3,"Boris Johnson says a Russian attack could turn Ukraine into ‘a wasteland.’.","",2022-01-25,"Marc Santora","Boris Johnson says a Russian attack could turn Ukraine into ‘a wasteland.’. "
62,-1,"Putin’s monthlong silence on Ukraine keeps everyone guessing.","",2022-01-26,"Anton Troianovski","Putin’s monthlong silence on Ukraine keeps everyone guessing. "
63,-3,"Russia steps up its disinformation campaign, aiming to build support at home and in Ukraine.","",2022-01-26,"Julian E. Barnes","Russia steps up its disinformation campaign, aiming to build support at home and in Ukraine. "
64,-3,"White House Warnings Over Russia Strain Ukraine-U.S. Partnership.","While Ukraine’s president complained about “acute and burning” warnings from Washington, the Pentagon issued a dire new appraisal asserting Russia has amassed enough troops to invade his entire country.",2022-01-28,"Michael Schwirtz and Andrew E. Kramer","White House Warnings Over Russia Strain Ukraine-U.S. Partnership. While Ukraine’s president complained about “acute and burning” warnings from Washington, the Pentagon issued a dire new appraisal asserting Russia has amassed enough troops to invade his entire country."
65,-2,"Russia’s Military, Once Creaky, Is Modern and Lethal.","A significantly upgraded military has emerged as a key tool of Vladimir Putin’s foreign policy, as he flexes his might around the globe and, most ominously, on the Ukraine border.",2022-01-27,"Anton Troianovski, Michael Schwirtz and Andrew E. Kramer","Russia’s Military, Once Creaky, Is Modern and Lethal. A significantly upgraded military has emerged as a key tool of Vladimir Putin’s foreign policy, as he flexes his might around the globe and, most ominously, on the Ukraine border."
66,-3,"Ukrainian police arrest a suspect in a shooting at an aerospace and rocket factory.","The authorities identified the man as a young national guard soldier and said he opened fire on fellow soldiers “for undetermined reasons.” The site has been a focus of weapons proliferation concerns.",2022-01-27,"Andrew E. Kramer","Ukrainian police arrest a suspect in a shooting at an aerospace and rocket factory. The authorities identified the man as a young national guard soldier and said he opened fire on fellow soldiers “for undetermined reasons.” The site has been a focus of weapons proliferation concerns."
67,-3,"Gunman Kills 5 at Ukraine Rocket Factory, Adding to Tensions.","Little was known about the shooting at the aerospace plant, but it came amid concerns about sabotage.",2022-01-27,"Andrew E. Kramer","Gunman Kills 5 at Ukraine Rocket Factory, Adding to Tensions. Little was known about the shooting at the aerospace plant, but it came amid concerns about sabotage."
68,-3,"Germany draws mockery for promising 5,000 helmets to help Ukraine defend itself.","Critics saw it as a sign of Germany’s reticence to confront Russia. One asked: “What support are they going to send next? Pillows?”",2022-01-27,"Christopher F. Schuetze","Germany draws mockery for promising 5,000 helmets to help Ukraine defend itself. Critics saw it as a sign of Germany’s reticence to confront Russia. One asked: “What support are they going to send next? Pillows?”"
69,-3,"China backs Russia over Ukraine, rebuking the U.S. and NATO.","The remarks reflected the deepening ties between China and Russia, especially in opposition to the United States on security matters.",2022-01-27,"Steven Lee Myers","China backs Russia over Ukraine, rebuking the U.S. and NATO. The remarks reflected the deepening ties between China and Russia, especially in opposition to the United States on security matters."
70,1,"Biden offers reassurances to Ukrainian leader as Russian troop buildup continues.","",2022-01-28,"Shashank Bengali and Andrew E. Kramer","Biden offers reassurances to Ukrainian leader as Russian troop buildup continues. "
71,4,"In Standoff With Putin, Biden Makes Sure European Allies Are With Him.","In what amounts to a much-needed diplomatic reset, the U.S. is orchestrating the response to Russia’s threatening moves and making sure to include his European allies.",2022-01-28,"Mark Landler, Steven Erlanger and David E. Sanger","In Standoff With Putin, Biden Makes Sure European Allies Are With Him. In what amounts to a much-needed diplomatic reset, the U.S. is orchestrating the response to Russia’s threatening moves and making sure to include his European allies."
72,-3,"How Russia Has Increased Its Military Buildup.","Russia has continued to mass forces on the Ukrainian border, with troops now surrounding the country on all sides, including in Belarus and Transnistria, a Russian-backed breakaway region of Moldova.",2022-01-27,"Michael Schwirtz, Scott Reinhard and Josh Holder","How Russia Has Increased Its Military Buildup. Russia has continued to mass forces on the Ukrainian border, with troops now surrounding the country on all sides, including in Belarus and Transnistria, a Russian-backed breakaway region of Moldova."
73,-2,"Russia dismissed a U.N. Security Council meeting as an American P.R. stunt.","U.S. officials see the meeting, scheduled for Monday, as a chance to expose Russia to criticism on a global stage. They expressed confidence that it would go ahead as planned.",2022-01-28,"Rick Gladstone","Russia dismissed a U.N. Security Council meeting as an American P.R. stunt. U.S. officials see the meeting, scheduled for Monday, as a chance to expose Russia to criticism on a global stage. They expressed confidence that it would go ahead as planned."
74,-3,"As Russian Troops Mass in Belarus, a Ukraine Border Is Largely Undefended.","From the border, it’s a fast 140 miles down a newly paved highway to Kyiv, the Ukrainian capital, but only a few troops stand guard.",2022-01-29,"Michael Schwirtz","As Russian Troops Mass in Belarus, a Ukraine Border Is Largely Undefended. From the border, it’s a fast 140 miles down a newly paved highway to Kyiv, the Ukrainian capital, but only a few troops stand guard."
75,-3,"The Hard-Line Russian Advisers Who Have Putin’s Ear.","Three reactionary security officials dedicated to “traditional values” and restoring Soviet glory will figure prominently in the decision whether to invade Ukraine.",2022-01-30,"Anton Troianovski","The Hard-Line Russian Advisers Who Have Putin’s Ear. Three reactionary security officials dedicated to “traditional values” and restoring Soviet glory will figure prominently in the decision whether to invade Ukraine."
76,1,"Emmanuel Macron Walks a Fine Line on Ukraine.","The French president, determined to engage with Russia, wants to shape a new European security order from crisis — and win the April election.",2022-01-29,"Roger Cohen","Emmanuel Macron Walks a Fine Line on Ukraine. The French president, determined to engage with Russia, wants to shape a new European security order from crisis — and win the April election."
77,-2,"Britain Toughens Stance on Russia, as Russia Presses NATO for Assurances.","Britain moved to broaden the range of sanctions available if Russia invades Ukraine, as Moscow sent an “urgent demand” to NATO to clarify its stance.",2022-01-30,"Anna Schaverien","Britain Toughens Stance on Russia, as Russia Presses NATO for Assurances. Britain moved to broaden the range of sanctions available if Russia invades Ukraine, as Moscow sent an “urgent demand” to NATO to clarify its stance."
78,-3,"Putin Has Long Tried to Balance Europe. Now He’s Working to Reset It.","After years of trying to diplomatically divide and conquer, the Russian leader has seemingly decided to antagonize Europe as a whole in the current Ukraine crisis.",2022-01-29,"Max Fisher","Putin Has Long Tried to Balance Europe. Now He’s Working to Reset It. After years of trying to diplomatically divide and conquer, the Russian leader has seemingly decided to antagonize Europe as a whole in the current Ukraine crisis."
79,-4,"‘My Soul Is Crying’: Ukrainians Remember a Deadly Rocket Attack.","Residents in Mariupol, a Ukrainian frontline city rocked by shelling in 2015, mourn the dead as they brace for a potential Russian escalation.",2022-01-29,"Yousur Al-Hlou, Brent McDonald, Andriy Dubchak and Dmitriy Khavin","‘My Soul Is Crying’: Ukrainians Remember a Deadly Rocket Attack. Residents in Mariupol, a Ukrainian frontline city rocked by shelling in 2015, mourn the dead as they brace for a potential Russian escalation."
